Abominable (2006),California,5.1,,"A man, crippled in a climbing accident, returns to his cabin in the woods as part of his rehabilitation, but he wasn't prepared for the imminent onslaught."
Abraham’s Boys (2025),California,4.1,,Abraham van Helsing moves his two sons to the United States in an attempt to escape their past.
Abruptio (2023),California,6.4,,Les Hackel is a guy down on his luck who wakes to find an explosive device has been implanted in his neck.
Absentia (2011),California,5.8,,"A woman and her sister begin to link a mysterious tunnel to a series of disappearances, including that of her own husband."
Adaline (2015),California,3.3,,Adaline's terrifying visions bleed through from the past and become Daniela's present-day nightmares.
Addams Family Values (1993),California,6.8,,"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie."
Adrenochrome (2018),California,3.5,,A young American Veteran gets involved with a gang of Venice Beach psychos who are killing people to extract a psychedelic compound from their victim's adrenal glands.
Afraid (2024),California,5.1,,The Curtis' family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.
After Midnight (2014),California,3,,"When an exotic dancer is murdered at a seedy strip club, her sister goes undercover to find the killer. While working at the club, she realizes that everyone is a suspect and she must work fast to find the killer and get revenge."
After School Massacre (2014),California,2.9,,"After being fired, a high school educator goes on a killing spree, stalking his former female students at their slumber party."
Aftermath (2021),California,5.3,,"A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal."
Age of Dinosaurs (2013),California,2.9,,"Hundreds of dinosaurs created by a biotech firm escape into Los Angeles, and wreak havoc on the city."
Alabama's Ghost (1973),California,4.9,,"Nightclub janitor discovers a secret room, finds old magician's belongings, tries on the costumes and becomes ""Alabama, King of the Cosmos."""
Aleta: Vampire Mistress (2019),California,3.1,,The revelry of an upscale Halloween party is shattered by gunshots as two armed robbers attempt to fleece the well-to-do patrons of their money and jewels.
Alien 2: On Earth (1980),California,3.7,,"A spaceship lands back on Earth after a failed mission, but the astronauts have been replaced by hideous creatures that can penetrate people's bodies and make them explode. A group of cave explorers are attacked by the monsters inside an underground cave, but the survivors are in for a surprise when they finally manage to escape the trap..."
Alien Beach Party Massacre (1996),California,4.9,,"A group of aliens steal a highly advanced weapon called a ""Death Sphere"" but crash-land on Earth during their getaway. The sphere (which looks exactly like a volley ball) ends up on a beach where teens are having a party."
Alien Convergence (2017),California,2.2,,A team of disabled service personnel developing a revolutionary thought-controlled fighter plane is pressed into service to repel an alien invasion.
Alien Overlords (2018),California,2.8,,"UFO’s, Aliens, and Government Conspiracies. When an elite insider reveals the horrifying truth of the Alien Agenda on his deathbed, it spurs one man to reveal the truth to all mankind."
Alive or Dead (2008),California,3.1,,"While traveling down a desolate road, Maria (Ann Henson) stumbles upon an apparently abandoned school bus. A girl has written ""Help me"" in one of the windows, and Maria quickly discovers the messy secrets that lie in the back of the bus."
All About Evil (2010),California,6,,"After inheriting her father's movie theater, a woman begins filming snuff films which are screened as horror films to great success, until a high school student learns that the murders are real."
All Cheerleaders Die (2013),California,5.1,,"A rebel girl signs up a group of cheerleaders to help her take down the captain of their high school football team, but a supernatural turn of events thrusts the girls into a different battle."
All I Need (2016),California,4.1,,The paths of a desperate man and an imprisoned young woman cross unexpectedly in the den of a mysterious killer.
All the Creatures Were Stirring (2018),California,5,,"When an awkward date on Christmas Eve leads a couple into a strange theater, they’re treated to a bizarre and frightening collection of Christmas stories, featuring a wide ensemble of characters doing their best to avoid the horrors of the holidays. From boring office parties and last-minute shopping, to vengeful stalkers and immortal demons, there’s plenty out there to fear this holiday season."
All Through the House (2015),California,4.4,,A deranged masked Santa-Slayer comes to town for some yuletide-terror. He leaves behind a bloody trail of mutilated bodies as he hunts his way to the front steps of the town's most feared and notorious home.
Allegoria (2022),California,4.4,,"A group of artists' lives become unwittingly entangled as their obsessions and insecurities manifest monsters, demons, and death."
Alligator II: The Mutation (1991),California,4,,A giant alligator makes a city lake his new feeding ground and must be stopped before he breaks out into the surroundings.
Alone (2020),California,5,,"When an outbreak hits, Aidan barricades himself inside his apartment and starts rationing food. His complex is overrun by infected Screamers, and with the world falling apart into chaos, he is left completely alone fighting for his life."
Alone With Her (2006),California,6,,A quiet but disturbed young man puts the life of a woman he's obsessed with under a virtual microscope when he installs hidden cameras throughout her house.
Alpha Wolf (2018),California,3.4,,"When Virginia and her husband Jack spend a long weekend in the idyllic countryside, they encounter a creature that tears their lives apart. While the attack has an effect on each of them, it brings out the worst in Jack."
Always Shine (2016),California,5.6,,Two women with differing degrees of success travel north from Los Angeles to Big Sur for a weekend vacation. Both see the trip as an opportunity to reconnect after years of competition and jealousy have driven a wedge between them.
Alyce Kills (2011),California,5.4,,"After accidentally knocking her best friend off a roof, Alyce is haunted by guilt and delves into a brutal nightmare wonderland of sex, drugs and violence, her mind tearing itself apart along with anyone else who gets in her way."
AM1200 (2008),California,6.9,,"Haunted by recent events and on the run, a man finds himself the unwitting pawn of a possessed evangelical radio station and like his unfortunate predecessor must ask himself whether it is better to reign in hell than serve in heaven."
Amateur Porn Star Killer (2006),California,3.1,,"The unofficial story of a killer who kidnaps and kills three girls is told through the tale of his last victim, 'Amateur Porn Star Killer' is about a girl he picks up on the street and convinces to go back to his hotel room. The girl is shy, unnerved, and yet unable to take herself out of a bad situation. The killer is a guy who seems at first nothing more than your standard, 18 year old pervert with a penchant for filming his sexual escapades. An unsettling darkness descends."
Amateur Porn Star Killer 2 (2008),California,2.8,,This sequel to Amateur Porn Star Killer. The film follows a deranged serial killer who poses as a filmmaker to lure women into his lair.
