"","title","state","rating","multiple_locations","description","year","word_count","year_bin","ai_info","gpt_41_primary_sub_genre","gpt_41_secondary_sub_genre","gpt_41_tertiary_sub_genre","gpt_41_protagonist_type","gpt_41_antagonist_type","gpt_41_protagonist_gender","gpt_41_antagonist_gender","gpt_41_protagonist_age","gpt_41_antagonist_age","gpt_41_setting_time","gpt_41_setting_location"
"55","The Room","Maryland",6,FALSE,"Matt and Kate buy an isolated house. While moving, they discover a strange room that grants them an unlimited number of material wishes. But, since Kate has had two miscarriages, what they miss the most is a child.",2019,38,"x10_20","The movie is ""The Room"" filmed in 2019. This is the IMDb summary: Matt and Kate buy an isolated house. While moving, they discover a strange room that grants them an unlimited number of material wishes. But, since Kate has had two miscarriages, what they miss the most is a child.","haunted house","madness","phobia","human","non-human entity","female","androgynous","30-50","unknown","present","house"
"56","The Scooby-Doo Project","Maryland",7.5,FALSE,"The Scooby gang get lost in the woods while trying the solve the mystery of a mysterious creature lurking within the forest.",1999,22,"x90_00","The movie is ""The Scooby-Doo Project"" filmed in 1999. This is the IMDb summary: The Scooby gang get lost in the woods while trying the solve the mystery of a mysterious creature lurking within the forest.","found footage","neo-monsters","horror comedy","human","non-human entity","male","androgynous","18-30","unknown","present","forest"
"57","The Silence of the Lambs","Maryland",8.6,TRUE,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",1991,27,"x90_00","The movie is ""The Silence of the Lambs"" filmed in 1991. This is the IMDb summary: A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","slasher","cannibal","madness","human","human","female","male","18-30","50+","present","big city"
"58","V/H/S/2","Maryland",6,TRUE,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.",2013,71,"x10_20","The movie is ""V/H/S/2"" filmed in 2013. This is the IMDb summary: Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.","found footage","ghost and spirits","Lovecraftian/Cosmic horror","human","non-human entity","unknown","androgynous","unknown","unknown","present","house"
"59","WNUF Halloween Special","Maryland",6.4,FALSE,"A VHS recording on a TV Halloween special from 1987.",2013,10,"x10_20","The movie is ""WNUF Halloween Special"" filmed in 2013. This is the IMDb summary: A VHS recording on a TV Halloween special from 1987.","found footage","haunted house","horror comedy","human","unknown","unknown","unknown","unknown","unknown","past","house"
"60","Zombiegeddon","Maryland",2.9,FALSE,"Zombies are taking over the world!",2003,6,"x00_10","The movie is ""Zombiegeddon"" filmed in 2003. This is the IMDb summary: Zombies are taking over the world!","zombies","slasher","horror comedy","human","non-human entity","unknown","androgynous","unknown","unknown","present","unknown"
"61","Sonny Boy","New Mexico",5.7,FALSE,"A small-town crime boss accepts delivery of a stolen car, only to find there's a baby in the back-seat. He and his transgender wife cut out the boy's tongue and raise him as a mute accomplice in their crimes. When the grown ""Sonny Boy"" escapes and tries to make contact with the outside world, the attention he draws to his warped family results in darkly-humored mayhem.",1989,69,"x80_90","The movie is ""Sonny Boy"" filmed in 1989. This is the IMDb summary: A small-town crime boss accepts delivery of a stolen car, only to find there's a baby in the back-seat. He and his transgender wife cut out the boy's tongue and raise him as a mute accomplice in their crimes. When the grown ""Sonny Boy"" escapes and tries to make contact with the outside world, the attention he draws to his warped family results in darkly-humored mayhem.","madness","phobia","horror comedy","human","human","male","male","18-30","30-50","present","small town"
"62","Stalked by My Doctor: A Sleepwalker's Nightmare","New Mexico",5.2,FALSE,"Wanted for multiple crimes, Dr. Albert Beck assumes the identity of another doctor en route to a new job at a sleep clinic. He falls for his first patient: Shelli, who suffers from nocturnal sleep sex.",2019,36,"x10_20","The movie is ""Stalked by My Doctor: A Sleepwalker's Nightmare"" filmed in 2019. This is the IMDb summary: Wanted for multiple crimes, Dr. Albert Beck assumes the identity of another doctor en route to a new job at a sleep clinic. He falls for his first patient: Shelli, who suffers from nocturnal sleep sex.","madness","slasher","phobia","human","human","female","male","18-30","50+","present","house"
"63","14 Cameras","New Mexico",4.6,FALSE,"When a family of five rent a beautiful house for their summer vacation, the price seems too good to be true.",2018,21,"x10_20","The movie is ""14 Cameras"" filmed in 2018. This is the IMDb summary: When a family of five rent a beautiful house for their summer vacation, the price seems too good to be true.","home invasion","phobia","madness","human","human","female","male","18-30","30-50","present","house"
"64","Alien Terminator","New Mexico",2.9,FALSE,"Five miles below the surface of planet Earth, a new fear is born.",1995,13,"x90_00","The movie is ""Alien Terminator"" filmed in 1995. This is the IMDb summary: Five miles below the surface of planet Earth, a new fear is born.","sci-fi and aliens","neo-monsters","phobia","human","non-human entity","unknown","androgynous","unknown","unknown","present","unknown"
"65","Avenged","New Mexico",5.6,FALSE,"A deaf girl is brutalized by a murderous gang who are then hunted by her when the bloodthirsty spirit of an Apache warrior inhabits her lifeless body.",2013,27,"x10_20","The movie is ""Avenged"" filmed in 2013. This is the IMDb summary: A deaf girl is brutalized by a murderous gang who are then hunted by her when the bloodthirsty spirit of an Apache warrior inhabits her lifeless body.","possession","slasher","madness","possessed human","human","female","male","18-30","18-30","present","rural"
"66","Beyond The Sky","New Mexico",5,FALSE,"While shooting a documentary to expose the lies of alien abductees, a provocative filmmaker and his crew encounter a young woman with a dark secret who leads them to uncover a disturbing truth.",2005,33,"x00_10","The movie is ""Beyond The Sky"" filmed in 2005. This is the IMDb summary: While shooting a documentary to expose the lies of alien abductees, a provocative filmmaker and his crew encounter a young woman with a dark secret who leads them to uncover a disturbing truth.","sci-fi and aliens","madness","phobia","human","non-human entity","male","androgynous","30-50","unknown","present","rural"
"67","Buried Alive","New Mexico",3.9,FALSE,"A group of college students are hunted by the evil spirit of a woman who was buried alive years ago near their secluded vacation house.",2007,25,"x00_10","The movie is ""Buried Alive"" filmed in 2007. This is the IMDb summary: A group of college students are hunted by the evil spirit of a woman who was buried alive years ago near their secluded vacation house.","ghost and spirits","phobia","folk horror","human","non-human entity","unknown","female","18-30","50+","present","rural"
"68","Cam","New Mexico",6,FALSE,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",2018,22,"x10_20","The movie is ""Cam"" filmed in 2018. This is the IMDb summary: Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.","madness","phobia","body horror","human","human with extra powers","female","female","18-30","18-30","present","house"
